#NUM,TEXT,TEXT,NUM,NUM,NUM,NUM,NUM,FLOAT,TEXT,TEXT,TEXT,NUM,NUM,TEXT,TEXT,TEXT,TEXT
id,textId,rootEffectID,actionCount,channelTime,energyCost,energyGenerate,category,levelAdjust,icon,name,tips,baseTipValue,isAoe,firstSpell,tipsDescription,tipsCurlvl,tipsNextlvl
241,ultMomo1,ultMomo1e1,0,0,100,0,9,0.03,icon_ultMomo,ultMomo1Name,ultMomo1Tips,1.3,1,,ultMomo1Description,ultMomo1Curlvl,ultMomo1Nextlvl
242,ultAmute3,ultAmute3e1,0,0,100,0,9,0.03,icon_ultMomo,ultAmute3Name,ultAmute3Tips,1.3,1,,ultAmute3Description,ultAmute3Curlvl,ultAmute3Nextlvl
243,ultLuoxinfu5,ultLuoxinfu5e1,0,0,100,0,9,0.03,icon_ultMomo,ultLuoxinfu5Name,ultLuoxinfu5Tips,1.3,1,,ultLuoxinfu5Description,,
244,ultSaibulesi5,ultSaibulesi5e1,25,3,100,0,8,0.002,icon_ultMomo,ultSaibulesi5Name,ultSaibulesi5Tips,0.2,0,,ultSaibulesi5Description,ultSaibulesi5Curlvl,ultSaibulesi5Nextlvl
245,ultHongniu4,ultHongniu4e1,25,3,100,0,8,0.002,icon_ultMomo,ultHongniu4Name,ultHongniu4Tips,0.2,0,,ultHongniu4Description,ultHongniu4Curlvl,ultHongniu4Nextlvl
246,ultAnpusha5,ultAnpusha5e1,0,0,100,0,9,0.03,icon_ultMomo,ultAnpusha5Name,ultAnpusha5Tips,1.3,0,,ultAnpusha5Description,,
247,ultDaochengsizhong4,ultDaochengsizhong4e1,0,0,100,0,9,0.03,icon_ultMomo,ultDaochengsizhong4Name,ultDaochengsizhong4Tips,1.3,1,,ultDaochengsizhong4Description,ultDaochengsizhong4Curlvl,ultDaochengsizhong4Nextlvl
248,ultHuoniao4,ultHuoniao4e1,0,0,100,0,9,0.03,icon_ultMomo,ultHuoniao4Name,ultHuoniao4Tips,1.3,1,,ultHuoniao4Description,ultHuoniao4Curlvl,ultHuoniao4Nextlvl
249,ultIfrit4,ultIfrit4e1,0,0,100,0,9,0.03,icon_ultMomo,ultIfrit4Name,ultIfrit4Tips,1.3,1,,ultIfrit4Description,ultIfrit4Curlvl,ultIfrit4Nextlvl
250,ultMoguguai4,ultMoguguai4e1,0,0,100,0,9,0.03,icon_ultMomo,ultMoguguai4Name,ultMoguguai4Tips,1.3,1,,ultMoguguai4Description,ultMoguguai4Curlvl,ultMoguguai4Nextlvl
251,ultSaibulesi4,ultSaibulesi4e1,25,3,100,0,8,0.002,icon_ultMomo,ultSaibulesi4Name,ultSaibulesi4Tips,0.2,0,,ultSaibulesi4Description,ultSaibulesi4Curlvl,ultSaibulesi4Nextlvl
252,ultTianshizhang4,ultTianshizhang4e1,0,0,100,0,9,0.03,icon_ultMomo,ultTianshizhang4Name,ultTianshizhang4Tips,1.3,1,,ultTianshizhang4Description,ultTianshizhang4Curlvl,ultTianshizhang4Nextlvl
253,ultXiaochou2,ultXiaochou2e1,0,0,100,0,9,0.03,icon_ultMomo,ultXiaochou2Name,ultXiaochou2Tips,1.3,1,,ultXiaochou2Description,ultXiaochou2Curlvl,ultXiaochou2Nextlvl
254,psvXiaochou2,psvXiaochou2e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvXiaochou2Name,psvXiaochou2Tips,0,0,,psvXiaochou2Description,,
255,psvWendige3,psvWendige3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvWendige3Name,psvWendige3Tips,0,0,,psvWendige3Description,,
256,psvWendige2,psvWendige2e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvWendige2Name,psvWendige2Tips,0,0,,psvWendige2Description,,
257,psvLongnv3,psvLongnv3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvLongnv3Name,psvLongnv3Tips,0,0,psvLongnv3,psvLongnv3Description,,
258,psvMomo1,psvMomo1e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvMomo1Name,psvMomo1Tips,0,0,,psvMomo1Description,,
259,psvAmute3,psvAmute3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvAmute3Name,psvAmute3Tips,0,0,,psvAmute3Description,,
260,psvLuoxinfu5,psvLuoxinfu5e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvLuoxinfu5Name,psvLuoxinfu5Tips,0,0,,psvLuoxinfu5Description,,
261,psvSaibulesi5,psvSaibulesi5e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvSaibulesi5Name,psvSaibulesi5Tips,0,0,,psvSaibulesi5Description,,
262,psvHongniu4,psvHongniu4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvHongniu4Name,psvHongniu4Tips,0,0,,psvHongniu4Description,,
263,psvAnpusha5,psvAnpusha5e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvAnpusha5Name,psvAnpusha5Tips,0,0,,psvAnpusha5Description,,
264,psvDaochengsizhong4,psvDaochengsizhong4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvDaochengsizhong4Name,psvDaochengsizhong4Tips,0,0,,psvDaochengsizhong4Description,,
265,psvHuoniao4,psvHuoniao4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvHuoniao4Name,psvHuoniao4Tips,0,0,,psvHuoniao4Description,,
266,psvIfrit4,psvIfrit4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvIfrit4Name,psvIfrit4Tips,0,0,,psvIfrit4Description,,
267,psvMoguguai4,psvMoguguai4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvMoguguai4Name,psvMoguguai4Tips,0,0,,psvMoguguai4Description,,
268,psvSaibulesi4,psvSaibulesi4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvSaibulesi4Name,psvSaibulesi4Tips,0,0,,psvSaibulesi4Description,,
269,psvTianshizhang4,psvTianshizhang4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvTianshizhang4Name,psvTianshizhang4Tips,0,0,,psvTianshizhang4Description,,
270,bosssenlin31Wendige21,bosssenlin31Wendige21e1,0,0,0,50,0,0,icon_attackSmashStrong,bosssenlin31Wendige21Name,bosssenlin31Wendige21Tips,0,0,,,,
271,bosssenlin31Wendige22,bosssenlin31Wendige22e1,0,0,0,50,0,0,icon_attackSmashStrong,bosssenlin31Wendige21Name,,0,0,,,,
272,bosssenlin31Wendige23,bosssenlin31Wendige23e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin31Wendige23Name,bosssenlin31Wendige23Tips,0,0,,,,
273,bosssenlin32Longnv31,bosssenlin32Longnv31e1,0,0,0,50,1,0,icon_attackSmashStrong,bosssenlin32Longnv31Name,bosssenlin32Longnv31Tips,0,0,,,,
274,bosssenlin32Longnv32,bosssenlin32Longnv32e1,0,0,0,50,1,0,icon_attackSmashStrong,bosssenlin32Longnv32Name,bosssenlin32Longnv32Tips,0,1,,,,
275,bosssenlin32Longnv33,bosssenlin32Longnv33e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin32Longnv33Name,bosssenlin32Longnv33Tips,0,1,,,,
276,bosssenlin32Longnv34,bosssenlin32Longnv34e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin32Longnv34Name,bosssenlin32Longnv34Tips,0,0,,,,
277,bosssenlin32Longnv35,bosssenlin32Longnv35e1,0,0,0,50,1,0,icon_attackSmashStrong,,,0,0,,,,
278,bosssenlin33Luoxinfu51,bosssenlin33Luoxinfu51e1,0,0,0,50,1,0,icon_attackSmashStrong,bosssenlin33Luoxinfu51Name,bosssenlin33Luoxinfu51Tips,0,0,,,,
279,bosssenlin33Luoxinfu52,bosssenlin33Luoxinfu52e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin33Luoxinfu52Name,bosssenlin33Luoxinfu52Tips,0,0,,,,
280,bosssenlin33Luoxinfu53,bosssenlin33Luoxinfu53e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin33Luoxinfu52Name,,0,0,,,,
281,bosssenlin33Luoxinfu54,bosssenlin33Luoxinfu54e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin33Luoxinfu52Name,,0,0,,,,
282,bosssenlin33Luoxinfu55,bosssenlin33Luoxinfu55e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin33Luoxinfu52Name,,0,0,,,,
283,bosssenlin33Luoxinfu56,bosssenlin33Luoxinfu56e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin33Luoxinfu52Name,,0,0,,,,
284,bosssenlin34Amute31,bosssenlin34Amute31e1,0,0,0,50,1,0,icon_attackSmashStrong,bosssenlin34Amute31Name,bosssenlin34Amute31Tips,0,0,,,,
285,bosssenlin34Amute32,bosssenlin34Amute32e1,0,0,0,50,5,0,icon_attackSmashStrong,bosssenlin34Amute32Name,bosssenlin34Amute32Tips,0,0,,,,
286,bosssenlin34Amute33,bosssenlin34Amute33e1,0,0,0,50,1,0,icon_attackSmashStrong,bosssenlin34Amute33Name,bosssenlin34Amute33Tips,0,1,,,,
287,bosssenlin34Amute34,bosssenlin34Amute34e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin34Amute34Name,bosssenlin34Amute34Tips,0,0,,,,
288,bosssenlin35Xiaochou21,bosssenlin35Xiaochou21e1,0,0,0,50,1,0,icon_attackSmashStrong,bosssenlin35Xiaochou21Name,bosssenlin35Xiaochou21Tips,0,0,,,,
289,bosssenlin35Xiaochou22,bosssenlin35Xiaochou22e1,0,0,0,50,1,0,icon_attackSmashStrong,bosssenlin35Xiaochou21Name,,0,0,,,,
290,bosssenlin35Xiaochou23,bosssenlin35Xiaochou23e1,0,0,0,50,1,0,icon_attackSmashStrong,bosssenlin35Xiaochou23Name,bosssenlin35Xiaochou23Tips,0,1,,,,
291,bosssenlin35Xiaochou24,bosssenlin35Xiaochou24e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin35Xiaochou24Name,bosssenlin35Xiaochou24Tips,0,1,,,,
292,bosssenlin35Xiaochou25,bosssenlin35Xiaochou25e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin35Xiaochou24Name,,0,0,,,,
293,bosssenlin36Momo11,bosssenlin36Momo11e1,0,0,0,50,1,0,icon_attackSmashStrong,bosssenlin36Momo11Name,bosssenlin36Momo11Tips,0,0,,,,
294,bosssenlin36Momo12,bosssenlin36Momo12e1,0,0,0,50,2,0,icon_attackSmashStrong,bosssenlin36Momo12Name,bosssenlin36Momo12Tips,0,0,,,,
295,bosssenlin36Momo13,bosssenlin36Momo13e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin36Momo13Name,bosssenlin36Momo13Tips,0,1,,,,
296,bosssenlin36Momo14,bosssenlin36Momo14e1,0,0,0,50,4,0,icon_attackSmashStrong,bosssenlin36Momo14Name,bosssenlin36Momo14Tips,0,0,,,,
297,bosssenlin37Hapi11,bosssenlin37Hapi11e1,0,0,0,50,4,0,icon_attackSmashStrong,bosssenlin37Hapi11Name,bosssenlin37Hapi11Tips,0,0,,,,
298,bosssenlin37Hapi12,bosssenlin37Hapi12e1,0,0,0,50,0,0,icon_attackSmashStrong,bosssenlin37Hapi12Name,bosssenlin37Hapi12Tips,0,0,,,,
299,bosssenlin37Hapi13,bosssenlin37Hapi13e1,0,0,0,50,0,0,icon_attackSmashStrong,bosssenlin37Hapi13Name,bosssenlin37Hapi13Tips,0,0,,,,
300,bosssenlin37Hapi14,bosssenlin37Hapi14e1,0,0,0,50,0,0,icon_attackSmashStrong,bosssenlin37Hapi13Name,,0,0,,,,
301,bosssenlin37Hapi15,bosssenlin37Hapi15e1,0,0,0,50,0,0,icon_attackSmashStrong,bosssenlin37Hapi15Name,bosssenlin37Hapi15Tips,0,1,,,,
302,bosshuoshan41Hongniu41,bosshuoshan41Hongniu41e1,0,0,0,50,0,0,icon_attackSmashStrong,bosshuoshan41Hongniu41Name,bosshuoshan41Hongniu41Tips,0,0,,,,
303,bosshuoshan41Hongniu42,bosshuoshan41Hongniu42e1,0,0,0,50,0,0,icon_attackSmashStrong,bosshuoshan41Hongniu41Name,,0,0,,,,
304,bosshuoshan41Hongniu43,bosshuoshan41Hongniu43e1,0,0,0,50,0,0,icon_attackSmashStrong,bosshuoshan41Hongniu41Name,,0,0,,,,
305,bosshuoshan41Hongniu44,bosshuoshan41Hongniu44e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan41Hongniu44Name,bosshuoshan41Hongniu44Tips,0,0,,,,
306,bosshuoshan42Daochengsizhong41,bosshuoshan42Daochengsizhong41e1,0,0,0,50,4,0,icon_attackSmashStrong,bosshuoshan42Daochengsizhong41Name,bosshuoshan42Daochengsizhong41Tips,0,0,,,,
307,bosshuoshan42Daochengsizhong42,bosshuoshan42Daochengsizhong42e1,0,0,0,50,1,0,icon_attackSmashStrong,bosshuoshan42Daochengsizhong42Name,bosshuoshan42Daochengsizhong42Tips,0,0,,,,
308,bosshuoshan42Daochengsizhong43,bosshuoshan42Daochengsizhong43e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan42Daochengsizhong43Name,bosshuoshan42Daochengsizhong43Tips,0,1,,,,
309,bosshuoshan42Daochengsizhong44,bosshuoshan42Daochengsizhong44e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan42Daochengsizhong43Name,,0,1,,,,
310,bosshuoshan43Huoniao41,bosshuoshan43Huoniao41e1,0,0,0,50,1,0,icon_attackSmashStrong,bosshuoshan43Huoniao41Name,bosshuoshan43Huoniao41Tips,0,0,,,,
311,bosshuoshan43Huoniao42,bosshuoshan43Huoniao42e1,0,0,0,50,11,0,icon_attackSmashStrong,bosshuoshan43Huoniao42Name,bosshuoshan43Huoniao42Tips,0,1,,,,
312,bosshuoshan43Huoniao43,bosshuoshan43Huoniao43e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan43Huoniao43Name,bosshuoshan43Huoniao43Tips,0,1,,,,
313,bosshuoshan43Huoniao44,bosshuoshan43Huoniao44e1,0,0,0,50,2,0,icon_attackSmashStrong,bosshuoshan43Huoniao44Name,bosshuoshan43Huoniao44Tips,0,0,,,,
314,bosshuoshan44Datiangou41,bosshuoshan44Datiangou41e1,0,0,0,50,1,0,icon_attackSmashStrong,bosshuoshan44Datiangou41Name,bosshuoshan44Datiangou41Tips,0,0,,,,
315,bosshuoshan44Datiangou42,bosshuoshan44Datiangou42e1,0,0,0,50,1,0,icon_attackSmashStrong,bosshuoshan44Datiangou42Name,bosshuoshan44Datiangou42Tips,0,0,,,,
316,bosshuoshan44Datiangou43,bosshuoshan44Datiangou43e1,0,0,0,50,5,0,icon_attackSmashStrong,bosshuoshan44Datiangou43Name,bosshuoshan44Datiangou43Tips,0,0,,,,
317,bosshuoshan44Datiangou44,bosshuoshan44Datiangou44e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan44Datiangou44Name,bosshuoshan44Datiangou44Tips,0,0,,,,
318,bosshuoshan45Saibulesi41,bosshuoshan45Saibulesi41e1,0,0,0,50,0,0,icon_attackSmashStrong,bosshuoshan45Saibulesi41Name,bosshuoshan45Saibulesi41Tips,0,0,,,,
319,bosshuoshan45Saibulesi42,bosshuoshan45Saibulesi42e1,0,0,0,50,1,0,icon_attackSmashStrong,bosshuoshan45Saibulesi42Name,bosshuoshan45Saibulesi42Tips,0,1,,,,
320,bosshuoshan45Saibulesi43,bosshuoshan45Saibulesi43e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan45Saibulesi43Name,bosshuoshan45Saibulesi43Tips,0,0,,,,
321,bosshuoshan45Saibulesi44,bosshuoshan45Saibulesi44e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan45Saibulesi43Name,,0,0,,,,
322,bosshuoshan45Saibulesi45,bosshuoshan45Saibulesi45e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan45Saibulesi43Name,,0,0,,,,
323,bosshuoshan46Tianshizhang41,bosshuoshan46Tianshizhang41e1,0,0,0,50,1,0,icon_attackSmashStrong,bosshuoshan46Tianshizhang41Name,bosshuoshan46Tianshizhang41Tips,0,1,,,,
324,bosshuoshan46Tianshizhang42,bosshuoshan46Tianshizhang42e1,0,0,0,50,1,0,icon_attackSmashStrong,bosshuoshan46Tianshizhang41Name,,0,1,,,,
325,bosshuoshan46Tianshizhang43,bosshuoshan46Tianshizhang43e1,0,0,0,50,2,0,icon_attackSmashStrong,bosshuoshan46Tianshizhang43Name,bosshuoshan46Tianshizhang43Tips,0,0,,,,
326,bosshuoshan46Tianshizhang44,bosshuoshan46Tianshizhang44e1,0,0,0,50,2,0,icon_attackSmashStrong,bosshuoshan46Tianshizhang43Name,,0,0,,,,
327,bosshuoshan46Tianshizhang45,bosshuoshan46Tianshizhang45e1,0,0,0,50,2,0,icon_attackSmashStrong,bosshuoshan46Tianshizhang43Name,,0,0,,,,
328,bosshuoshan46Tianshizhang46,bosshuoshan46Tianshizhang46e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan46Tianshizhang46Name,bosshuoshan46Tianshizhang46Tips,0,0,,,,
329,bosshuoshan47Ifrit41,bosshuoshan47Ifrit41e1,0,0,0,50,0,0,icon_attackSmashStrong,bosshuoshan47Ifrit41Name,bosshuoshan47Ifrit41Tips,0,0,,,,
330,bosshuoshan47Ifrit42,bosshuoshan47Ifrit42e1,0,0,0,50,0,0,icon_attackSmashStrong,bosshuoshan47Ifrit41Name,,0,0,,,,
331,bosshuoshan47Ifrit43,bosshuoshan47Ifrit43e1,0,0,0,50,0,0,icon_attackSmashStrong,bosshuoshan47Ifrit41Name,,0,0,,,,
332,bosshuoshan47Ifrit44,bosshuoshan47Ifrit44e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan47Ifrit44Name,bosshuoshan47Ifrit44Tips,0,1,,,,
333,bosshuoshan47Ifrit45,bosshuoshan47Ifrit45e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan47Ifrit44Name,,0,0,,,,
334,bosssenlin38Meidusha21,bosssenlin38Meidusha21e1,0,0,0,50,1,0,icon_attackSmashStrong,,,0,0,,,,
335,bosssenlin38Meidusha22,bosssenlin38Meidusha22e1,0,0,0,50,1,0,icon_attackSmashStrong,,,0,0,,,,
336,bosssenlin38Meidusha23,bosssenlin38Meidusha23e1,0,0,0,50,1,0,icon_attackSmashStrong,,,0,0,,,,
337,bosssenlin38Meidusha24,bosssenlin38Meidusha24e1,0,0,0,50,1,0,icon_attackSmashStrong,,,0,0,,,,
338,bosssenlin38Meidusha25,bosssenlin38Meidusha25e1,0,0,0,50,1,0,icon_attackSmashStrong,bosssenlin38Meidusha25Name,bosssenlin38Meidusha25Tips,0,0,,,,
339,bosssenlin38Meidusha26,bosssenlin38Meidusha26e1,0,0,0,50,1,0,icon_attackSmashStrong,bosssenlin38Meidusha26Name,bosssenlin38Meidusha26Tips,0,1,,,,
340,bosssenlin38Meidusha27,bosssenlin38Meidusha27e1,0,0,0,50,8,0,icon_attackSmashStrong,bosssenlin38Meidusha27Name,bosssenlin38Meidusha27Tips,0,1,,,,
341,bosssenlin38Meidusha28,bosssenlin38Meidusha28e1,0,0,0,50,4,0,icon_attackSmashStrong,bosssenlin38Meidusha28Name,bosssenlin38Meidusha28Tips,0,0,,,,
342,bosshuoshan48Hehuaisituosi41,bosshuoshan48Hehuaisituosi41e1,0,0,0,50,0,0,icon_attackSmashStrong,bosshuoshan48Hehuaisituosi41Name,bosshuoshan48Hehuaisituosi41Tips,0,0,,,,
343,bosshuoshan48Hehuaisituosi42,bosshuoshan48Hehuaisituosi42e1,0,0,0,50,0,0,icon_attackSmashStrong,bosshuoshan48Hehuaisituosi42Name,bosshuoshan48Hehuaisituosi42Tips,0,1,,,,
344,bosshuoshan48Hehuaisituosi43,bosshuoshan48Hehuaisituosi43e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan48Hehuaisituosi43Name,bosshuoshan48Hehuaisituosi43Tips,0,1,,,,
345,bosshuoshan48Hehuaisituosi44,bosshuoshan48Hehuaisituosi44e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan48Hehuaisituosi44Name,bosshuoshan48Hehuaisituosi44Tips,0,1,,,,
346,bosshuoshan48Hehuaisituosi45,bosshuoshan48Hehuaisituosi45e1,0,0,0,50,8,0,icon_attackSmashStrong,bosshuoshan48Hehuaisituosi45Name,bosshuoshan48Hehuaisituosi45Tips,0,1,,,,
347,bosszhifuletuJiuweihu41,bosszhifuletuJiuweihu41e1,0,0,0,50,1,0,icon_attackSmashStrong,bosszhifuletuJiuweihu41Name,bosszhifuletuJiuweihu41Tips,0,0,,,,
348,bosszhifuletuJiuweihu42,bosszhifuletuJiuweihu42e1,0,0,0,50,1,0,icon_attackSmashStrong,bosszhifuletuJiuweihu42Name,bosszhifuletuJiuweihu42Tips,0,1,,,,
349,bosszhifuletuJiuweihu43,bosszhifuletuJiuweihu43e1,0,0,0,50,8,0,icon_attackSmashStrong,bosszhifuletuJiuweihu43Name,bosszhifuletuJiuweihu43Tips,0,0,,,,
350,bossmidasigongHuangjinzhiling11,bossmidasigongHuangjinzhiling11e1,0,0,0,50,0,0,icon_attackSmashStrong,bossmidasigongHuangjinzhiling11Name,bossmidasigongHuangjinzhiling11Tips,0,0,,,,
351,bossmidasigongHuangjinzhiling12,bossmidasigongHuangjinzhiling12e1,0,0,0,50,1,0,icon_attackSmashStrong,bossmidasigongHuangjinzhiling11Name,,0,1,,,,
352,bossmidasigongHuangjinzhiling13,bossmidasigongHuangjinzhiling13e1,0,0,0,50,0,0,icon_attackSmashStrong,bossmidasigongHuangjinzhiling13Name,bossmidasigongHuangjinzhiling13Tips,0,0,,,,
353,bossmidasigongHuangjinzhiling14,bossmidasigongHuangjinzhiling14e1,0,0,0,50,1,0,icon_attackSmashStrong,bossmidasigongHuangjinzhiling13Name,,0,1,,,,
354,ultMoguguai3,ultMoguguai3e1,0,0,100,0,9,0.03,icon_ultMomo,ultMoguguai3Name,ultMoguguai3Tips,1.3,1,,ultMoguguai3Description,ultMoguguai3Curlvl,ultMoguguai3Nextlvl
355,psvMoguguai3,psvMoguguai3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvMoguguai3Name,psvMoguguai3Tips,0,0,,psvMoguguai3Description,,
356,bossdajie11Moguguai41,bossdajie11Moguguai41e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie11Moguguai41Name,bossdajie11Moguguai41Tips,0,0,,,,
357,bossdajie11Moguguai42,bossdajie11Moguguai42e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie11Moguguai42Name,bossdajie11Moguguai42Tips,0,1,,,,
358,bossdajie11Moguguai43,bossdajie11Moguguai43e1,0,0,0,50,8,0,icon_attackSmashStrong,bossdajie11Moguguai43Name,bossdajie11Moguguai43Tips,0,1,,,,
359,bossdajie13Cike41,bossdajie13Cike41e1,0,0,0,50,0,0,icon_psvLuoxinfu,bossdajie13Cike41Name,bossdajie13Cike41Tips,0,0,,,,
360,bossdajie13Cike42,bossdajie13Cike42e1,0,0,0,50,0,0,icon_attackSmashStrong,bossdajie13Cike42Name,bossdajie13Cike42Tips,0,0,,,,
361,bossdajie13Cike43,bossdajie13Cike43e1,0,0,0,50,8,0,icon_attackSmashStrong,bossdajie13Cike43Name,bossdajie13Cike43Tips,0,1,,,,
362,bossdajie13Cike44,bossdajie13Cike44e1,0,0,0,50,4,0,icon_attackSmashStrong,bossdajie13Cike44Name,bossdajie13Cike44Tips,0,0,,,,
363,bossdajie18Ladong51,bossdajie18Ladong51e1,0,0,0,50,1,0,icon_psvLuoxinfu,bossdajie18Ladong51Name,bossdajie18Ladong51Tips,0,0,,,,
364,bossdajie18Ladong52,bossdajie18Ladong52e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie18Ladong52Name,bossdajie18Ladong52Tips,0,1,,,,
365,bossdajie18Ladong53,bossdajie18Ladong53e1,0,0,0,50,6,0,icon_attackSmashStrong,bossdajie18Ladong53Name,bossdajie18Ladong53Tips,0,0,,,,
366,bossdajie18Ladong54,bossdajie18Ladong54e1,0,0,0,50,8,0,icon_attackSmashStrong,bossdajie18Ladong54Name,bossdajie18Ladong54Tips,0,1,,,,
367,ultBingxuenvwang3,ultBingxuenvwang3e1,0,0,100,0,9,0.03,icon_ultMomo,ultBingxuenvwang3Name,ultBingxuenvwang3Tips,1.3,1,,ultBingxuenvwang3Description,ultBingxuenvwang3Curlvl,ultBingxuenvwang3Nextlvl
368,psvBingxuenvwang3,psvBingxuenvwang3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvBingxuenvwang3Name,psvBingxuenvwang3Tips,0,0,,psvBingxuenvwang3Description,,
369,bossdajie11Xiaochou41,bossdajie11Xiaochou41e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie11Xiaochou41Name,bossdajie11Xiaochou41Tips,0,0,,,,
370,bossdajie11Xiaochou42,bossdajie11Xiaochou42e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie11Xiaochou42Name,bossdajie11Xiaochou42Tips,0,1,,,,
371,bossdajie11Xiaochou43,bossdajie11Xiaochou43e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie11Xiaochou43Name,bossdajie11Xiaochou43Tips,0,0,,,,
372,bossdajie16Xiaochou31,bossdajie16Xiaochou31e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie16Xiaochou31Name,bossdajie16Xiaochou31Tips,0,0,,,,
373,bossdajie16Xiaochou32,bossdajie16Xiaochou32e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie16Xiaochou31Name,,0,0,,,,
374,bossdajie16Xiaochou33,bossdajie16Xiaochou33e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie16Xiaochou33Name,bossdajie16Xiaochou33Tips,0,1,,,,
375,bossdajie16Xiaochou34,bossdajie16Xiaochou34e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie16Xiaochou34Name,bossdajie16Xiaochou34Tips,0,1,,,,
376,bossdajie16Xiaochou35,bossdajie16Xiaochou35e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie16Xiaochou34Name,,0,0,,,,
